item_begin	object_id=17	object_name=[wooden_arrow]	drop_type=0	drop_anim_type=3	drop_radius=8.4	drop_height=4	drop_mesh={[dropitems.drop_quiver_m00]}	drop_texture={[dropitemstex.drop_quiver_t00]}	icon={[icon.etc_wooden_quiver_i00]}	mesh={[LineageWeapons.wooden_arrow_m00_et]}	texture={[LineageWeaponsTex.wooden_arrow_t00_et]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_branch]	equip_sound=[none]	etcitem_type=arrow	weight=6	consume_type=consume_type_stackable	material_type=wood	crystal_type=none	durability=0	item_end
item_begin	object_id=1483	object_name=[goblin_necklace]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_totem_necklace_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1484	object_name=[goblin_pendant]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_totem_necklace_red_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1485	object_name=[goblin_lord_pendant]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_totem_necklace_green_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1486	object_name=[suspicious_memo]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_piece_of_paper_gray_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1487	object_name=[suspicious_contract]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_letter_white_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1488	object_name=[oriharukon_ore_1]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_plate_blue_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1489	object_name=[torn_map_fragment]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_piece_of_paper_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1490	object_name=[hidden_vein_map]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_recipe_blue_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1491	object_name=[bat_fang]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_claw_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1492	object_name=[floating_stone]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_crystal_ball_blue_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1493	object_name=[tarantula_spider_silk]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_skein_white_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1494	object_name=[tarantula_spinnerette]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_pouch_gray_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1495	object_name=[giant_spider_skin]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_leather_gray_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1496	object_name=[voucher_of_flame]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_scroll_of_enchant_weapon_i01]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1497	object_name=[neckless_of_flame]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.item_normal142]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1498	object_name=[license_of_miner]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_letter_blue_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1499	object_name=[laferons_recommend]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.item_canuse15]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1500	object_name=[hestuis_totem]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_totem_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_crystal]	equip_sound=[none]	etcitem_type=none	weight=10	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1501	object_name=[maraku_wolfmen_totem]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_totem_green_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_crystal]	equip_sound=[none]	etcitem_type=none	weight=10	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1502	object_name=[grandmas_pearl]	drop_type=0	drop_anim_type=3	drop_radius=3.6	drop_height=5	drop_mesh={[dropitems.drop_jewel_box_m00]}	drop_texture={[dropitemstex.drop_jewel_box_t00]}	icon={[icon.etc_crystal_ball_silver_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_crystal]	equip_sound=[none]	etcitem_type=none	weight=10	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1503	object_name=[grandmas_mirror]	drop_type=0	drop_anim_type=3	drop_radius=3.6	drop_height=5	drop_mesh={[dropitems.drop_jewel_box_m00]}	drop_texture={[dropitemstex.drop_jewel_box_t00]}	icon={[icon.etc_mirror_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_crystal]	equip_sound=[none]	etcitem_type=none	weight=10	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1504	object_name=[grandmas_necklace]	drop_type=0	drop_anim_type=3	drop_radius=3.6	drop_height=5	drop_mesh={[dropitems.drop_jewel_box_m00]}	drop_texture={[dropitemstex.drop_jewel_box_t00]}	icon={[icon.accessary_aquastone_necklace_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_crystal]	equip_sound=[none]	etcitem_type=none	weight=10	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1505	object_name=[grandmas_hairpin]	drop_type=0	drop_anim_type=3	drop_radius=3.6	drop_height=5	drop_mesh={[dropitems.drop_jewel_box_m00]}	drop_texture={[dropitemstex.drop_jewel_box_t00]}	icon={[icon.etc_jewel_white_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_crystal]	equip_sound=[none]	etcitem_type=none	weight=10	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1512	object_name=[sb_confusion1]	drop_type=0	drop_anim_type=3	drop_radius=5.4	drop_height=3.5	drop_mesh={[dropitems.drop_spell_book_m00]}	drop_texture={[dropitemstex.drop_spell_book_blue_t00]}	icon={[icon.etc_spell_books_defighter_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1513	object_name=[sb_charm11]	drop_type=0	drop_anim_type=3	drop_radius=5.4	drop_height=3.5	drop_mesh={[dropitems.drop_spell_book_m00]}	drop_texture={[dropitemstex.drop_spell_book_blue_t00]}	icon={[icon.etc_spell_books_efighter_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1514	object_name=[sb_resurrection1]	drop_type=0	drop_anim_type=3	drop_radius=5.4	drop_height=3.5	drop_mesh={[dropitems.drop_spell_book_m00]}	drop_texture={[dropitemstex.drop_spell_book_blue_t00]}	icon={[icon.etc_spell_books_white_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1515	object_name=[sb_water_breathing]	drop_type=0	drop_anim_type=3	drop_radius=5.4	drop_height=3.5	drop_mesh={[dropitems.drop_spell_book_m00]}	drop_texture={[dropitemstex.drop_spell_book_blue_t00]}	icon={[icon.etc_spell_books_assistance_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1516	object_name=[sb_corpse_life_drain1]	drop_type=0	drop_anim_type=3	drop_radius=5.4	drop_height=3.5	drop_mesh={[dropitems.drop_spell_book_m00]}	drop_texture={[dropitemstex.drop_spell_book_blue_t00]}	icon={[icon.etc_spell_books_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1517	object_name=[sb_body_to_mind1]	drop_type=0	drop_anim_type=3	drop_radius=5.4	drop_height=3.5	drop_mesh={[dropitems.drop_spell_book_m00]}	drop_texture={[dropitemstex.drop_spell_book_blue_t00]}	icon={[icon.etc_spell_books_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1518	object_name=[sb_pure_inspiration1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1519	object_name=[sb_power_of_paagrio1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1520	object_name=[sb_blessing_of_paagrio1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1521	object_name=[sb_burning_spirit1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1522	object_name=[sb_mass_frenzy1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1523	object_name=[sb_devotioin_of_soul1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1524	object_name=[sb_devotioin_of_shine1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1525	object_name=[sb_blood_lust1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1526	object_name=[sb_external_fear1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1527	object_name=[sb_pain_thorn1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1528	object_name=[sb_engrave_seal_of_timid1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1529	object_name=[sb_night_murmur1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1530	object_name=[sb_engrave_seal_of_lazy1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1531	object_name=[sb_chill_flame1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1532	object_name=[sb_eternal_flame1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1533	object_name=[sb_aura_sway1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1534	object_name=[sb_entice_madness1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1535	object_name=[sb_blaze_quake1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1536	object_name=[sb_bind_will1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1537	object_name=[sb_pain_edge1]	drop_type=0	drop_anim_type=3	drop_radius=6.5	drop_height=3	drop_mesh={[dropitems.drop_talisman_m00]}	drop_texture={[dropitemstex.drop_talisman_t00]}	icon={[icon.etc_orcish_talisman_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_book]	equip_sound=[none]	etcitem_type=none	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1538	object_name=[blessed_scroll_of_escape]	drop_type=0	drop_anim_type=3	drop_radius=6.7	drop_height=3.5	drop_mesh={[dropitems.drop_scroll_m00]}	drop_texture={[dropitemstex.drop_scroll_t00]}	icon={[icon.etc_scroll_of_return_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_paper]	equip_sound=[none]	etcitem_type=scroll	weight=120	consume_type=consume_type_stackable	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=1539	object_name=[greater_healing_potion]	drop_type=0	drop_anim_type=3	drop_radius=1.8	drop_height=6	drop_mesh={[dropitems.drop_lesser_potion_m00]}	drop_texture={[dropitemstex.drop_lesser_potion_clear_t00]}	icon={[icon.etc_reagent_white_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1540	object_name=[quick_healing_potion]	drop_type=0	drop_anim_type=3	drop_radius=2.9	drop_height=6	drop_mesh={[dropitems.drop_potion_m00]}	drop_texture={[dropitemstex.drop_potion_gold_t00]}	icon={[icon.etc_potion_gold_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=1541	object_name=[honey_khandar]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_potion_gold_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1542	object_name=[bear_fur_cloak]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_piece_of_cloth_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1543	object_name=[bloody_axe]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.weapon_tomahawk_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
item_begin	object_id=1544	object_name=[ancestor_skull]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_skull_black_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=0	item_end
